Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262278,280901,2022-05-06 14:30:01 CST,2022-05-06,14:30:01,Photo,"1,076",886,52,32,1,13,0,3,4,85,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/548433629977230,"今日（5/6）新竹市新增348名確診個案，今年已累積1,974名確診個案；目前共1,084人 ＃居家照護 ，另有190人居家隔離中。 國中會考在即，為降低考生感染風險，教育處宣布國中三年級學生，於會考前五日(5/16-5/20)改採線上遠距教學。若有到校或載具需求，可聯絡學校協助安排。 此外，昨日中央流行疫情指揮中心宣布：5/12起，居家隔離/檢疫者若快篩陽性，經醫生評估確認後即確診，相關流程可以參考本文圖卡。",https://www.facebook.com/photo.php?fbid=548432976643962&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-10.59
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262278,280901,2022-05-06 19:00:01 CST,2022-05-06,19:00:01,Photo,"1,471",1359,58,23,19,0,0,0,6,6,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/548548786632381,每次跟美金姊見面，都會笑到眼睛睜不開。＃111年模範母親代表，預祝全天下的母親，母親節快樂！ 美金姊以輪椅代步，又獨自養育2個孩子長大。即使人生不容易，但每次見到她總是笑容滿面。還好老天爺不會欺負愛笑的人，當年台灣彩券剛起飛，與朋友合開的彩券行就開出頭獎，好生意也讓他順利還清債務。 熱於助人的美金姐，很支持社會處的活動，「因為我想要無障礙越來越好！」現在的美金姊，正熱衷於烏克麗麗跟羽球，就像他說的，「孩子有孩子們的世界，自己也快樂地過生活，只要事情在我身上，就會很努力地完成它！」 今年因為疫情沒辦法與每一位模範母親見面，但我還是要代表這座城市謝謝你們，謝謝你們付出青春，付出所有，讓這座城市的孩子幸福快樂地長大！ ＃敬佩每一位母親 ＃母親節快樂,https://www.facebook.com/photo.php?fbid=548548063299120&set=a.527058028781457&type=3,,,,,,,,-7.75
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262278,280901,2022-05-06 22:05:43 CST,2022-05-06,22:05:43,Native Video,"1,962",1581,140,51,22,1,3,3,26,135,owned,Yes,20918,21930,0,00:04:06,https://www.facebook.com/100044317932312/posts/548715069949086,週五的晚上，關於防疫和我一起聽聽 蔡英文 Tsai Ing-wen總統怎麼說。 從口罩製造、社區篩檢到疫苗接種，關於疫情這場仗，就如總統說的我們已經打了兩年多了；相信市民朋友也都記得，在新竹我們一起努力過的口罩分裝與配送、永遠比別人更貼心的疫苗接種站以及篩檢站中守護大家健康的國軍、醫護還有市府同仁，我們一起面對疫情時寫下的種種深刻記憶。 一起走過也到了這最後一戰，快篩國家隊的投入，也即將緩解目前生活上的不便。勤洗手、戴口罩、打滿三劑疫苗，中央、地方和人民團結對抗共同的敵人就是病毒，過去如此現在更是要這樣。 一起期待脫下口罩，重見你我笑容的那刻。,https://www.facebook.com/taiwango0527/videos/524929452576103/,,,,,,,,-1.18
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262286,280908,2022-05-07 11:24:09 CST,2022-05-07,11:24:09,Photo,"3,912",3654,163,54,15,5,1,0,11,9,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/549113166575943,出發！一腳跨到苗栗去！ 17公里自行車道正式解鎖新路段！ 騎到香山沙丘、南港終點站後總覺得意猶未盡？今天開始你可以繼續一路向南到苗栗，沿途還藏了很多森林、海邊秘境，等你來探險喔！ ＃解鎖新區域 ＃快來尋寶 ＃竹苗自行車道,https://www.facebook.com/photo.php?fbid=549113123242614&set=a.527058018781458&type=3,,,Photos from 林智堅's post,,,,,-2.91
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262286,280908,2022-05-07 14:14:54 CST,2022-05-07,14:14:54,Photo,"1,022",814,75,29,3,9,2,5,7,78,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/549188956568364,"中央流行疫情指揮中心今天(5/7)公布，新竹市新增457名確診個案，截至今天，新竹市今年已累積2,431名確診個案，目前有1328位採 ＃居家照護 方案，另有341人居家隔離中。 為體貼行動不便者與獨居長輩，我們已針對列冊者，提供快篩試劑與關懷物資送到家服務，並將針對街友、弱勢家庭加強關懷。 提醒市民朋友，下週禮拜一至五（5/9-5/13)我們的疫苗站天天都有提供服務，有需求的朋友請透過網址預約，盡快接種，多一分保護力、多一分安心，我們一起勤洗手、戴口罩、打滿三劑疫苗，期待脫下口罩，重見你我笑容的那刻。 ＃疫苗預約點這裡 https://vax.hccg.gov.tw/",https://www.facebook.com/photo.php?fbid=549185756568684&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-11.15
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262286,280908,2022-05-07 19:01:05 CST,2022-05-07,19:01:05,Photo,"3,501",3205,135,41,36,2,52,2,18,10,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/549324263221500,不要讓媽媽在多重宇宙忙碌！神隊友當起來，大聲說：我來！ 媽媽的日常總是分身乏術，工作、家務、孩子，不管開幾個影分身都不夠。明天就是母親節了，不管你是爸爸還是孩子，都要成為最支持媽媽的神隊友，跟媽媽說：不要忙了！通通讓我來！ ＃媽的多重宇宙 ＃不只母親節 ＃每天都要當神隊友,https://www.facebook.com/photo.php?fbid=549324073221519&set=a.527058028781457&type=3,,,,,,,,-3.26
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262309,280930,2022-05-08 12:02:48 CST,2022-05-08,12:02:48,Photo,"9,916",9500,192,27,161,0,9,1,21,5,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/549840096503250,親愛的，母親節快樂！ ＃我的秘密武器 ＃孩子開心 ＃媽媽也開心 ＃樂高 ＃LEGO,https://www.facebook.com/photo.php?fbid=549840053169921&set=a.527058018781458&type=3,,,Photos from 林智堅's post,,,,,-1.15
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262309,280930,2022-05-08 14:16:09 CST,2022-05-08,14:16:09,Photo,"1,129",848,110,30,2,12,2,2,16,107,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/549919079828685,今日（5/8）新竹市新增515名確診個案，今年已累積2946名確診個案；目前共1667人 ＃居家照護 ，另有447人居家隔離中。 昨日中央流行疫情指揮中心宣布，從今天（5/8）起調整密切接觸者匡列原則，居家隔離對象僅列同住家人，職場及學校採自主應變，並且取消居家隔離者電子圍籬。 此外，教育部也公布校園防疫規範，我們也特別製作說明圖卡，供大家參考。,https://www.facebook.com/photo.php?fbid=549919019828691&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-10.1
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262309,280930,2022-05-08 17:22:25 CST,2022-05-08,17:22:25,Photo,"2,029",1871,91,24,16,2,0,1,19,5,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/550049579815635,波光粼粼的黃金海岸，用新竹最溫暖的夕陽美景，祝福全天下的媽媽母親節快樂！ ＃香山溼地 ＃賞蟹步道 ＃金城湖 ＃水鳥季 ＃用夕陽美景收心,https://www.facebook.com/photo.php?fbid=550065769814016&set=a.527058018781458&type=3,,,,,,,,-5.62
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262318,280933,2022-05-09 12:01:19 CST,2022-05-09,12:01:19,Photo,"3,077",2882,101,17,38,1,2,1,29,6,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/550607999759793,星期一上班不憂鬱！跟大家分享視察的小確幸，巧遇超療癒柴柴，可愛到忍不住蹲下來跟他互動一番。 ＃他叫小力 ＃你已被好運狗狗造訪 ＃療癒一下,https://www.facebook.com/photo.php?fbid=550607979759795&set=a.527058018781458&type=3,,,,,,,,-3.7
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262318,280933,2022-05-09 14:18:09 CST,2022-05-09,14:18:09,Photo,828,636,41,48,1,6,1,6,15,74,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/550678433086083,今日（5/9）新竹市新增336名確診個案，今年已累積3282名確診個案；目前共2064人 ＃居家照護 ，另有333人居家隔離中。 有篩檢問題看這裡！快篩試劑哪裡買？快篩陽性怎麼辦？今日我們製作了 ＃篩檢大補帖，提供快篩、PCR相關資訊給大家參考。 除原本武陵路上社篩站，5月9號起，新竹市新增國軍醫院、馬偕醫院2間急診室外的採檢站，還有15間社區診所（需電話預約），提供 ＃快篩陽性 民眾或 ＃經醫師評估 須採檢對象，進行PCR檢測。提醒民眾，務必持快篩陽性檢體，才可至醫院或診所採檢喔。 👉15家診所名單查詢 https://reurl.cc/QjM9bM ＃務必先電話預約 👉實名制快篩試劑購買地圖 https://reurl.cc/g2Q0XN 👉中央版快篩購買地圖 https://reurl.cc/VDRjdR,https://www.facebook.com/photo.php?fbid=550678309752762&set=a.527058018781458&type=3,,,Photos from 林智堅's post,,,,,-13.77
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262318,280933,2022-05-09 19:00:02 CST,2022-05-09,19:00:02,Photo,"1,794",1596,114,31,17,0,0,1,31,4,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/550808513073075,跟大家分享我的辦公室的-新竹州廳的老照片，經過近百年的時光，它還是一樣美麗，只要妥善保存，老建築就能存續，也能見證城市的歷史！ 今年的 ＃老屋活化經營補助 上線了，歡迎更多人加入保護老屋的行列，一起在老建築裡耕耘，在紅磚瓦、鐵窗花上，寫下新故事！ 新竹州廳老照片來源：國家文化記憶庫 ＃在古蹟裡上班的快樂 ＃與你分享 ＃你最喜歡舊城區哪間老屋 ＃老竹塹老屋味,https://www.facebook.com/photo.php?fbid=550808466406413&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-6.35
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262325,280938,2022-05-10 12:00:42 CST,2022-05-10,12:00:42,Photo,"1,992",1817,61,82,5,0,1,1,5,20,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/551337569686836,新竹市居家照顧關懷中心24小時不打烊，打這支電話03-5320900，一通電話貼心解決防疫問題！ 疫情變化快速，防疫規範也必須隨著情勢即時調整。這個時刻，最重要的就是讓民眾能夠在第一時間暸解狀況，才能讓大家安心。 我們強化居家照顧關懷中心的人力整備，市府總動員，各個局處都加入運作，並且整合單一專線，只要撥打防疫專線，任何問題都會有專人為您服務。 疫情升溫，確實讓人緊張。但我要跟大家說，戒慎不恐懼，確實遵守防疫規範，市府團隊會在第一線守護大家，讓我們繼續團結一致，共同防疫。 ＃新竹市居家照顧關懷中心 ＃新竹市防疫專線：03-5320900 ＃加入line@：https://line.me/ti/p/@home_care_hc,https://www.facebook.com/photo.php?fbid=551334446353815&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-5.72
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262325,280938,2022-05-10 14:18:43 CST,2022-05-10,14:18:43,Photo,"1,061",833,61,51,3,11,0,4,8,90,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/551407443013182,"今日（5/10）新竹市新增658名確診個案，新竹市今年已累積3,940名確診個案；目前共2,327人 ＃居家照護 ，另有422人居家隔離中。 疫情變化快速，為了更即時的解決大家的疑問，我們推出了一線整合的防疫專線，有任何的防疫問題請撥打電話：03-532-0900！ 我們也會持續將民眾常詢問的問題，製作成懶人包圖卡，歡迎民眾鎖定我的臉書，持續為大家整理、更新重要的消息。 ＃03-532-0900 ＃一線整合最方便",https://www.facebook.com/photo.php?fbid=551407013013225&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-10.74
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262325,280938,2022-05-10 19:00:06 CST,2022-05-10,19:00:06,Photo,"8,666",8062,140,107,162,16,1,129,2,47,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/551550112998915,昨天深夜，脫線瀟灑謝幕了。大家都知道脫線是演藝圈知名的喜劇泰斗，但也許不知道，他是新竹人。 脫線本名陳炳楠，是新竹市虎林人，後來在電影公司擔任司機，因緣際會下，參與了「難忘的鳳凰橋」拍攝，就這樣開始了40多年的舞台人生。 「難忘的鳳凰橋」當中青草湖的景色依舊美麗，如同脫線帶給我們的歡笑，仍然經典難忘。 2013年，新竹市文化局也曾經為脫線拍攝了紀錄片，我們特別把這支影片放在留言區，讓我們一起懷念瀟灑的「脫線人生」。 ＃台灣喜劇國寶 ＃新竹之光 ＃謝謝你帶來的歡笑 台東脫線牧場-脫線爸,https://www.facebook.com/photo.php?fbid=551550092998917&set=a.527058028781457&type=3,,,,,,,,-1.32
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262331,280943,2022-05-11 12:05:20 CST,2022-05-11,12:05:20,Photo,"2,661",2288,221,76,20,0,3,1,35,17,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/552086362945290,今天上午，我到議會進行第十屆第七次定期會的市長施政報告，向議員議員女士先生以及各位市民朋友報告這段時間市府團隊的努力及成果。117頁的內容，從防疫到建設，再到未來的擘劃願景，包含的不僅是這半年的工作成果，更是這幾年來，我們一起努力打造的「新竹經驗」。 這幾年來，我們一一解鎖不可能的任務，實現新竹人數十年來的期盼。打通南寮大道、公道三，促成兒童醫院、台大湳雅院區，實現中油遷庫、棒球場改造，以及向中央爭取推動新竹輕軌、五楊高架延伸至新竹，都是為新竹下一個世代的發展打好基礎。 「新竹經驗」是新竹市跳級發展的故事，也是台灣翻轉城市的典範。「以人為本、公大於私、相信專業」這三個堅持是市府團隊最關鍵的原則。以市民的需求推動公共事務，才能吸引全國頂尖的設計師跟規劃團隊，參與翻轉新竹的計畫，不論是新竹公園、新竹動物園、波光市集，又或是新校園運動，都讓城市的環境越來越美！ 感謝市民朋友的信任與支持，未來的新竹還會有大車站計畫、新竹輕軌、五楊高架、藝文高地、竹科X計畫，這是我們一起寫下的故事，也讓我們一起期待屬於新竹的下一個篇章。 新竹經驗，八年實現，台灣驚艷，世界看見！ ＃新竹市議會第10屆第7次定期會 ＃市長施政報告,https://www.facebook.com/photo.php?fbid=552085439612049&set=a.552086302945296&type=3,,,Photos from 林智堅's post,,,,,-4.28
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262331,280943,2022-05-11 14:19:59 CST,2022-05-11,14:19:59,Photo,"1,778",1346,148,101,5,24,2,9,7,136,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/552150292938897,"今日（5/11）新竹市新增996名確診個案，新竹市今年已累積4,936名確診個案；目前共2,755人 ＃居家照護 ，另有515人居家隔離中。 明天（5/12）起，我們將啟動 ＃關懷包便利帶 服務，「確診者」收到衛生所關懷電話後，就可委託親友至居住地所在區公所領取關懷包物資，記得攜帶確診者身分證或健保卡（翻拍亦可）做領取憑證喔！ 如果是 ＃快篩陽性且 ＃有症狀 的兒童不要擔心，現在馬偕跟台大醫院提供24小時急診服務，PCR、看診、領藥，一站完成，國泰醫院服務時間則為08:00-21:00，給有緊急就醫需求的兒童安心的服務。",https://www.facebook.com/photo.php?fbid=552872142866712&set=a.527058018781458&type=3,,,Photos from 林智堅's post,,,,,-6.41
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262331,280943,2022-05-11 19:39:13 CST,2022-05-11,19:39:13,Photo,"3,116",2807,207,45,18,1,2,1,22,13,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/552294896257770,公道三，通車倒數！我們加緊腳步，打通這條新竹人等了30年的路！ 過去新竹人往台68、國道3號或香山地區，多行駛經國路，導致上下班尖峰時段周遭交通壅塞，未來公道三通車後，將串聯起竹光路與茄苳景觀大道，打通新竹外環道路系統。 感謝周遭住戶的合作，最後這一段施工期時間，再請大家多體諒，等待完工後，一同迎接更順暢的用路體驗。 ＃最後一哩路 ＃公道三 ＃一條新竹人等了30年了路,https://www.facebook.com/photo.php?fbid=552294862924440&set=a.527058018781458&type=3,,,,,,,,-3.66
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262388,280999,2022-05-12 12:30:02 CST,2022-05-12,12:30:02,Photo,"3,232",2821,116,49,183,0,0,0,3,60,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/552834786203781,今天是5月12日國際護師節，感謝每天在防護衣中汗如雨下的護師們，辛苦了！ 兩年來，一起對抗疫情的日子裡，總能在醫院、篩檢站、施打站，這些防疫的最前線，看到護理師的身影。 他們每天穿著密密的防護衣，底下藏著他們的汗水與辛勞，也有犧牲與孩子、家人相處時光的心酸，謝謝你們，不眠不休地守護我們的健康與日常。 有你們真好，讓我們一起向守護台灣的護理師致敬。 ＃國際護師節 ＃向護理師致敬,https://www.facebook.com/photo.php?fbid=552834769537116&set=a.527058028781457&type=3,,,,,,,,-3.53
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262388,280999,2022-05-12 14:01:28 CST,2022-05-12,14:01:28,Photo,"1,059",891,62,46,2,9,3,4,5,37,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/552874242866502,"今日（5/12）新竹市新增851名確診個案，新竹市今年已累積5,787名確診個案；目前共3,798人 ＃居家照護 ，另有407人居家隔離中。 今日起，居家隔離、自主防疫及居家檢疫民眾，若快篩陽性，經視訊診療醫師確認後即確診，相關流請參考本文圖卡。民眾除了可以主動聯繫指定診所外，也可以至「新竹市居家照護關懷中心line@」上通報，衛生局也會主動安排視訊診療。 此外，若是一般民眾使用家用快篩試劑陽性，則依症狀有無，分流至指定診所及社區篩檢站進行後續PCR採檢。 呼籲大家，自行評估身體狀況，依照指示分流，不僅能減少等待的時間，減輕醫護人員的負擔，也能把醫療資源，留給最需要的人。如有任何疑問，都歡迎撥打新竹市關懷中心專線，由專人第一時間為您服務。 ＃新竹市關懷中心專線 03-5320900",https://www.facebook.com/photo.php?fbid=552872989533294&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-10.76
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262388,280999,2022-05-12 21:31:01 CST,2022-05-12,21:31:01,Photo,"2,568",2329,102,38,34,0,1,0,5,59,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/553151956172064,鈴鈴鈴 「你好，這裡是新竹市居家關懷中心！」 下雨的夜晚，大家都平安回家了嗎？今晚我帶上一點甜食，希望為正在加班的防疫同仁加油打氣，聽到中心此起彼落的電話鈴聲，我心中為同仁不捨，同時也感到寬慰，這一通通電話都正在為市民排除困難。 同仁好像都有三頭六臂，一邊接電話，一邊比對資料，還要回答隔離天數、疫苗預約、生活關懷等五花八門的提問，同仁跟我說，上工前一定要先上廁所、喝水，因爲「一坐下得要好一陣子才能離開座位了」。 面對疫情的變化，我要感謝他們在線上為市民服務，也要感謝市民的體諒，若您有隔離、快篩、身體不適等疑問，歡迎撥打這支電話03-5320900，我們會繼續在線上守候，24小時不打烊，一起堅持下去，挺過這波考驗。 ＃新竹市居家照顧關懷中心 ＃新竹市防疫專線：03-5320900 ＃加入line@：https://line.me/ti/p/@home_care_hc,https://www.facebook.com/photo.php?fbid=553151896172070&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-4.44
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262442,281052,2022-05-13 12:00:02 CST,2022-05-13,12:00:02,Photo,"1,631",1423,146,17,7,1,2,1,28,6,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/553580032795923,"2022路平計畫啟動！茄苳景觀大道最大規模改善，8年整修突破365萬平方公尺！ 今年的路平計畫，我們將投入前瞻經費5,500萬，大規模修整茄苳景觀大道。重新刨鋪3.2公里道路，增設行人庇護島，讓人車都好行。 今年也將改善中華路四段、延平路一段等主要幹道。除此之外，我們更深入巷弄，改善超過100處巷道，讓家門前的道路也能平整如新。從出門到回家，都能享受到最優質的路面品質。 ＃2022路平計畫 ＃整修突破365萬平方公尺",https://www.facebook.com/photo.php?fbid=553580019462591&set=a.527058028781457&type=3,,,,,,,,-6.99
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262442,281052,2022-05-13 14:12:44 CST,2022-05-13,14:12:44,Photo,970,780,52,32,3,6,0,2,4,91,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/553638106123449,"今日（5/13）新竹市新增579名確診個案，新竹市今年已累積6,366名確診個案；目前共4,477人 ＃居家照護 ，另有910人居家隔離中。 為了提升保護力，降低感染後重症的機率，我要鼓勵大家盡快接種疫苗，下周5/16-5/20，周一至周五，中正市場疫苗站會持續為大家提供服務，尤其65歲以上長輩，5/31以前打任一劑，都可以領 #1000元 禮券！ 根據CDC指引，現在居家照護確診者，如具13種風險因子者，可透過跟醫師遠距診療，申請領取口服藥，如確認符合資格，可請親友至指定藥局領取。 ＃預約疫苗：https://vax.hccg.gov.tw/ ＃口服藥藥局資訊：https://reurl.cc/EroVDR",https://www.facebook.com/photo.php?fbid=553659009454692&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-11.75
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262442,281052,2022-05-13 19:17:46 CST,2022-05-13,19:17:46,Photo,"1,531",1409,56,31,16,2,0,0,9,8,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/553771679443425,這個周末梅雨季來襲！我要提醒各位市民朋友注意雨勢，根據氣象局預測，這幾天需慎防豪雨。 保持鄰里的水溝暢通，才能避免積水！前幾天我們就開始加強清溝、下水道清疏，也double check抽水機、地下道示警系統能準確運作，提醒大家，要持續注意天氣變化，出門別忘了多帶件衣服、攜帶雨具、關好門窗，最重要的，注意自身安全！ ＃梅雨季 ＃出門記得帶傘 ＃市民服務專線1999,https://www.facebook.com/photo.php?fbid=553770422776884&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-7.44
林智堅,taiwango0527,100044317932312,POLITICIAN,TW,"作為桃園女婿，期盼能夠為我太太的家鄉服務。
延續桃園五星級市政，壯大台灣！
年輕桃園，堅定向前！",2012-02-22 01:28:52,262450,281056,2022-05-14 10:05:48 CST,2022-05-14,10:05:48,Photo,"2,315",2040,133,96,18,1,0,0,7,20,,-,0,0,0,N/A,https://www.facebook.com/100044317932312/posts/554229682730958,關懷包便利帶，週六週日不打烊，服務時間：08:00-12:00 為服務平日辛苦的上班族，我們的確診者關懷包「便利帶」週六週日不打烊，週一到週五也服務到晚間19:00！ 確診者若有物資需求，接獲衛生所電話通知後，可委託 ＃非同住 的親人、好朋友，憑身份證或健保卡（翻拍亦可），到住家所在區的區公所領取。提醒市民朋友，現在外頭有些雨勢，領取時要注意自己的安全喔！ ＃確診者不可出門領取 ＃任何問題請撥打：03-5320900,https://www.facebook.com/photo.php?fbid=554228479397745&set=a.527058028781457&type=3,,,Photos from 林智堅's post,,,,,-4.92
