Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,111571,127367,2022-07-14 16:25:01 CST,2022-07-14,16:25:01,Photo,"55,620",45454,5006,715,489,36,298,9,226,3387,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/103489792440735,改變台北，最強戰隊​ ​ 只要趕得上，起步永遠不會晚！當我打電話邀請吳思瑤委員擔任我的競選總幹事，以及莊瑞雄委員與立法委員 林楚茵委員擔任我的發言人，台北市的最強的戰隊已漸成形！​ ​ 思瑤委員長期深耕基層，對台北大小事務最是熟悉不過；瑞雄委員曾任台北市議員及黨部主委，堪稱市政專家；而楚茵委員思慮縝密、口條清晰，更是不可多得的人才！​ ​ 有這幾位優秀的人才協助，我有絕對的信心能讓台北更好！,https://www.facebook.com/TaipeiShihChung/photos/a.101377942651920/103489272440787/?type=3,,,,,,,,2.29
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,114508,130893,2022-07-15 13:32:57 CST,2022-07-15,13:32:57,Photo,"41,571",33375,4060,371,343,105,307,25,216,2769,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/104150362374678,強棒到位 ​ 台北出擊​ ​ 在邀請到優秀的吳思瑤委員擔任我的競選總部副主任委員及競選總幹事之後，我誠摯拜託台北的在地強棒 ── 林昶佐 Freddy Lim、何志偉 及 高嘉瑜三位立法委員，擔任我的競選總部副主任委員兼分區總督導。​ ​ 這三位立法委員都是長期深耕地方基層的民意代表，不僅熟稔中央政策，也對台北市的事政細節瞭若指掌。因此，昶佐委員將投入襄助中正、萬華、大安、文山區；志偉委員組織士林、北投、中山、大同區；嘉瑜委員統籌內湖、南港、松山、信義各區的競選事務。有了他們的加入，我相信在未來的市政擘劃上，將會與中央有更好的合作默契、也更貼近民意需求。​ ​ 不只要積極行動起來，還要做到台北共好、台北最好！有這幾位優質戰將的加入，相信我們絕對能讓首都風華再現！,https://www.facebook.com/TaipeiShihChung/photos/a.100803292709385/104149162374798/?type=3,,,,,,,,1.71
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,114508,130893,2022-07-16 09:25:59 CST,2022-07-16,09:25:59,Photo,"36,530",31162,3398,473,296,33,207,8,208,745,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/104763978979983,"政策領航 ​ 台北啟動​ ​ 要打造更好的台北，政策的擬定是重中之重，因此，我誠摯邀請服務公職四十餘年、從政經驗豐富的資深立委管碧玲 (kuanbiling)擔任「競選總部政策小組總召集人」，統籌召集兩大政策研究平台：「中央政策平台」及「議會政策平台」。​ ​ 「中央政策平台」網羅三位優秀的不分區立委吳玉琴、范雲 FAN, Yun及洪申翰 Sun-Han分別出任政策督導，協力進行政策研擬工作，期待借用他們的各領域專業，充分融合中央視野與地方市政，促進未來中央地方政策互助合作、雙贏共好。​ ​ 「議會政策平台」廣納黨籍市議員參與，由專業問政廣受好評的資深議員台北市議員 -周威佑擔任召集人，透過議員們對政策的熟稔，有效整合各區域的地方議題，絕對有助於我的市政建設規劃更接地氣、更有溫度！​ ​ 擘畫政策必須從市民朋友的需要出發，有效促進中央與地方合作，貼近民意也注入專業。強大的政策團隊到位，將陸續產出優質專業的政策願景。​ ​ 讓我們一起，把事情做好！",https://www.facebook.com/TaipeiShihChung/photos/a.101377942651920/104763945646653/?type=3,,,,,,,,1.5
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,116160,133136,2022-07-17 10:32:23 CST,2022-07-17,10:32:23,Photo,"81,856",72412,5553,1194,1046,77,388,34,367,785,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/105467142243000,阿中的新書 等你來閱讀​ ​ 我想這是我這輩子短時間內寫最多名字的時候了！因為我的新書《溫暖的魄力：陳時中的從醫初心》在今天出版上架，我準備了很多 #作者親簽版 要給大家。​ ​ 這幾天簽了好多本，手很酸，但我心情十分的開心，書中內容有很多關於阿中的小故事，可以讓大家更了解我，我的理念、我的初衷。​ ​ 這本書沒有碎念、不會艱澀，可以輕輕鬆鬆的看，祝大家都能閱讀愉快！ #歡迎認購,https://www.facebook.com/TaipeiShihChung/photos/a.101377942651920/105466892243025/?type=3,,,,,,,,3.37
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,116941,134241,2022-07-17 13:30:12 CST,2022-07-17,13:30:12,Live Video Complete,"13,323",10318,1554,196,525,3,42,3,159,523,crosspost,No,42932,45148,127862,01:01:21,https://www.facebook.com/100720289384352/posts/1207651110050780,大家午安，我們正在進行民進黨第20屆第1次全國黨代表大會， 蔡英文 Tsai Ing-wen將於開幕式發表演說，歡迎大家加入直播！,https://www.facebook.com/TaipeiShihChung/videos/1207651110050780/,,,【團結台灣 顧好未來】民主進步黨第二十屆第一次全國黨員代表大會,,,,,-1.56
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,116941,134241,2022-07-17 17:03:49 CST,2022-07-17,17:03:49,Photo,"44,372",37916,2262,495,489,12,95,6,223,2874,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/105684678887913,團結台灣顧好未來！綠色執政品質保證！​ ​ 今天，我和民主進步黨所提名的18位縣市長參選人，一同齊聚在台北國際會議中心，參與民進黨第20屆全國黨代表大會。​ ​ 首先感謝過去兩年多以來，基層醫護、藥師和醫檢師，以及第一線防疫團隊的奉獻，全國同心堅守疫情，保護台灣。​ ​ 我們看到，台灣在行政院蘇貞昌院長及行政團隊的努力之下，持續推動國家改革大步向前。包括：投入史上最高預算因應少子化趨勢、完成全台中小學班班有冷氣、年年調升基本工資、擴大租金補貼⋯⋯等政策，逐步實踐對人民的承諾。​ ​ 正如蔡英文 Tsai Ing-wen總統所提全代會「團結台灣、顧好未來」的主軸，面臨後疫情時代，如何從中央到地方，延續執政團隊「會做事、做對事」的政策方向。事實上，我作為民進黨首都市長的候選人，過去兩年多來，無論是與行政部會的「橫向溝通」或與地方首長的「整合協調」，一直是我與防疫團隊持續積極在扮演的角色。我帶著整合中央和地方的寶貴經驗，延續至台北市，團結中央與地方，使執政更順利、更有力。​ ​ 剛剛在台上，站在我身旁的縣市長及縣市長候選人，他們一路堅持、打拼出優異成績，讓執政縣市煥然一新。期待未來，我與其他縣市長候選人，強強聯手合作，攜手讓首都生活圈變得更好，與世界的國際都市並駕齊驅。我要強調，這幾年台灣在國際能見度創下史上最高，而首都是國家的重要象徵，我希望未來透過積極的城市外交，讓台北與世界並行並進。​ ​ 最後，我希望大家能一起投入與縣市長選舉共同舉辦的「18歲公民權的修憲複決」，讓更多年輕人共同參與打造國家未來之路。,https://www.facebook.com/TaipeiShihChung/photos/a.101377942651920/105684315554616/?type=3,,,Photos from 陳時中's post,,,,,1.83
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,116941,134241,2022-07-18 17:23:32 CST,2022-07-18,17:23:32,Photo,"79,312",65627,4362,602,1116,21,215,26,332,7011,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/106375542152160,今天，我正式卸下衛福部長的職務。​ ​ 新任務來了，我使命必達。如同五年多前上任時的基本態度 ── 國家有需要，我就義無反顧來做。​ ​ 謝謝部裡跟我一路打拚的同事，這段時間大家以誠相待，與衛福部各個司署、國衛院、醫策會的主管及同仁們協調合作，共同完成許多重要的任務。​ ​ 另外，在我主持防疫工作的九百多天裡，整個指揮中心目標一致相互支援，決策精準而專業，謝謝團隊的付出。​ ​ 我想要再分享一件事情，到目前為止，我戒菸成功了。戒菸之後，接下來的目標，是挑戰國健署「腰圍90」的計畫。我想選舉很忙，勤跑行程後，沒有整天在辦公室開會吃便當，或許可以讓腰圍減下來。​ ​ 最後，感謝各位堅守崗位，從今天起我就是專職的台北市長參選人，拜託大家惠賜一票。 #把事做好,https://www.facebook.com/TaipeiShihChung/photos/a.101377942651920/106375342152180/?type=3,,,,,,,,3.26
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,116941,134241,2022-07-19 12:17:08 CST,2022-07-19,12:17:08,Photo,"49,839",44530,2545,491,816,19,71,4,215,1148,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/107061808750200,今天在充滿濃濃人情味的大稻埕，滿心歡喜歡迎陳建仁 Chen Chien-Jen前副總統加入我們的行列。​ ​ 感謝陳建仁前副總統，願意擔任競選總部主任委員的職務，協助我扛起這座城市的重責大任，帶領整個競選團隊。他的加入，也代表我們競選團隊各就各位，正式集結出發！​ ​ 大稻埕，是台北文化、民主、經濟與醫學發展的開端，選擇從這裡出發，就是希望承續過往的繁榮，開展希望的未來。​ ​ 相信許多人跟我一樣，台北城是人生重要的記憶所在。我在延平北路出生，西門町長大，最期待過新年跟著媽媽到大稻埕來剪布做衫，踅南北貨，我很調皮貪吃，一攤試吃過一攤，到現在我還是很喜歡來大稻埕走逛。​ ​ 台北是我的故鄉，人生最重要的階段都在這裡度過，有很多的喜怒哀樂與酸甜苦辣。正因為心中對台北有愛 ，所以對城市停滯感到不捨。競選團隊跟市議員候選人們都是這場選戰最重要夥伴，有這麼多志同道合的朋友一起相挺作戰，除了感謝，還是感謝。我會打拚，一天當作兩天來拚！ ​ 從這一刻開始，每一位熱愛這座城市的市民，都是我們的「台北隊友」，我們一起，站在城市發展的起點，在未來的每一天全力向前衝刺，直到勝選的終點。,https://www.facebook.com/TaipeiShihChung/photos/a.100803292709385/107061125416935/?type=3,,,,,,,,2.05
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,122802,141878,2022-07-20 14:44:41 CST,2022-07-20,14:44:41,Photo,"38,659",31217,5433,289,357,31,207,14,457,654,,-,0,0,0,N/A,https://www.facebook.com/100720289384352/posts/108006708655710,龍山寺歷史悠久，是台灣人的信仰中心，也是精神上的支柱。陳時中今日拜訪龍山寺，也表達自己對這裡的濃厚情感，並獲得廟方贈予一幅「以民為先」的墨寶作為期許。陳時中承諾，自己絕不會辜負大家的期待，施政必然以民為先。他也提到，對台北人來說，萬華是一個充滿文化資產的區域，作為一個市政領導者，對文化的根必須予以重視，所以選擇從這裡作為出發點。​ ​ 疫情期間的萬華，曾遭受嚴重影響。陳時中表示，疫情是人與病毒的戰爭，不是人跟人之間的戰爭。面對病毒肆虐，不僅同一塊土地上的人要合作，世界各地的人也在合作對抗病毒。這讓他回想起首位確診後康復的朋友所說──「沒有人想染疫，更沒有人想成為破口，那都是萬不得已。」 當然，對於萬華，陳時中表示如果以前有一些用詞不精確之處，讓任何人感到受傷，自己必須誠摯道歉，更特別感謝萬華人齊心協力對抗疫情，在疫情趨緩後重新站起來，展現萬華人堅強的韌性。​ ​ 提到與萬華的連結，陳時中打趣地表示，自己的美食口袋名單很多，他常一條路一條路去走，一間店一間店去吃；而自己的親戚住在漢口街這邊，年輕時經常到西門町看電影，每周都會來艋舺夜市報到。​ ​ 萬華是傳統與現代的交會之處，未來將以保存文化底蘊，融合智慧城市，振興街區經濟，來打造新萬華。​ ​ #會做事​ #做對事​ #打造新萬華,https://www.facebook.com/TaipeiShihChung/photos/a.100803292709385/107998805323167/?type=3,,,Photos from 陳時中's post,,,,,1.59
陳時中,TaipeiShihChung,100083314303879,POLITICIAN,TW,"民主進步黨台北市長參選人
中華民國衛生福利部部長",2022-07-10 10:33:29,123689,143092,2022-07-21 13:31:45 CST,2022-07-21,13:31:45,Native Video,"57,508",47215,6223,1023,1150,20,303,22,510,1042,owned,Yes,177243,247714,0,00:00:50,https://www.facebook.com/100720289384352/posts/108897021900012,哈囉！各位資深的鄉民朋友們大家好，我是臉書才用了11天的菜鳥，事實上我以前是沒有用過臉書，頭一次上線才發現我朋友好多。同仁教我怎麼滑臉書看留言，大家的勉勵我都看到了，希望能跟大家分享我的感覺，那也歡迎各位跟我分享。接下來的日子，我們就一起來為台北努力。,https://www.facebook.com/TaipeiShihChung/videos/1257967521609645/,,,各位資深的鄉民朋友們大家好,,,,,3.21
